abbr,id,group,criterion,act_rule,element_n,selector,accessible_name,src_or_href,programmatic_context,warning,outcome_TOFILL,justification_TOFILL
UPS,106,ecuador,1.1.1,qt1vmo,159,#ico_3,.a { fill: #fff; stroke-width: 0px; },,,,,
UPS,106,ecuador,1.1.1,qt1vmo,160,#ico_4,youtube,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,161,#ico_5,linkedin,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,162,#ico_6,pinterest copia,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,163,div.row > div.col-12 > a.bg-blue > svg,ius,,,,,
UPS,106,ecuador,1.1.1,qt1vmo,164,div.row > div.col-12 > a.bg-blue > svg,universia,,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,4,section.brxe-section > div.brxe-container > a.brxe-logo > img.bricks-site-logo,Universidad Tecnológica ECOTEC,.edu.ec/wp-content/uploads/2026/05/logo-ecotec-actualizado-768x242.png,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,11,#brxe-cjzhan,Reconocimiento QS Stars de Universidad ECOTEC,://ecotec.edu.ec/wp-content/uploads/2026/02/qs-logo-white-768x274.webp,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,12,#brxe-lceyro,Reconocimiento Times Higher Education de Universidad ECOTEC,//ecotec.edu.ec/wp-content/uploads/2026/02/the-logo-white-768x397.webp,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,13,#brxe-qvkomt,World University Rankings América y el Caribe,ec.edu.ec/wp-content/uploads/2026/02/innovatec-logo-white-768x251.webp,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,14,#brxe-svibil,Pin de ubicación del campus Samborondón de la Universidad ECOTEC,ps://ecotec.edu.ec/wp-content/uploads/2026/03/isotipo-samborondon.webp,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,15,#brxe-ckqzar,Marcador de ubicación del campus Guayaquil ECOTEC,ttps://ecotec.edu.ec/wp-content/uploads/2026/03/isotipo-guayaquil.webp,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,16,#brxe-gnaqpk,Marcador de ubicación de campus universitario ECOTEC,https://ecotec.edu.ec/wp-content/uploads/2026/03/isotipo-costa.webp,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,17,#brxe-peagnx,Icono de comillas decorativas,http://www.w3.org/2000/svg'%20viewBox='0%200%20400%20400'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,18,#brxe-hbtxfo,Icono de comillas decorativas,http://www.w3.org/2000/svg'%20viewBox='0%200%20400%20400'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,20,#brxe-wkwnqx,Inscripciones abiertas en el campus Samborondón de la Universidad ECOTEC,ttp://www.w3.org/2000/svg'%20viewBox='0%200%202048%20552'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,21,#brxe-xyevtr,World University Rankings América y el Caribe,http://www.w3.org/2000/svg'%20viewBox='0%200%20300%20107'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,22,#brxe-lifnxk,Times Higher Education America Rankings,ttp://www.w3.org/2000/svg'%20viewBox='0%200%201024%20550'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,23,#brxe-kottum,Innovatec TOP 3,ttp://www.w3.org/2000/svg'%20viewBox='0%200%201024%20335'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,24,#brxe-ivtvbj,Certificación EQUAA Quality Accreditation,http://www.w3.org/2000/svg'%20viewBox='0%200%20300%20145'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,25,#brxe-pbpzwb,Acreditación CLAEP Americano de Acreditación,'http://www.w3.org/2000/svg'%20viewBox='0%200%20300%2093'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,26,#brxe-wmsqnf,Logo CAC Consejo de Aseguramiento de la Calidad,'http://www.w3.org/2000/svg'%20viewBox='0%200%20300%2090'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,27,#brxe-toohnk,Universidad ECOTEC posicionada en el ranking UI GreenMetric en Ecuador,http://www.w3.org/2000/svg'%20viewBox='0%200%20648%20361'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,29,#brxe-uoznsf,Certificación ambiental Producción más limpia,http://www.w3.org/2000/svg'%20viewBox='0%200%20300%20233'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,30,#brxe-cmubev,QS Stars impacto medioambiental,http://www.w3.org/2000/svg'%20viewBox='0%200%20300%20233'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,31,#brxe-fqhrih,Certificación ambiental internacional EKOenergía,http://www.w3.org/2000/svg'%20viewBox='0%200%20300%20233'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,32,#brxe-gjzugl,Logo ECOTEC now,ttp://www.w3.org/2000/svg'%20viewBox='0%200%201012%20390'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,33,div.brxe-felzdi > div.brxe-zdjyle > div.brxe-vikugz > img.brxe-nhpivk,Icono de educación y formación académica,http://www.w3.org/2000/svg'%20viewBox='0%200%20500%20500'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,36,div.brxe-lxmfns > div.brxe-mrcicm > picture.brxe-tubjbe > img,Estudiantes ECOTEC durante ceremonia de concienciación sobre el autismo,tp://www.w3.org/2000/svg'%20viewBox='0%200%201536%201026'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,37,#brxe-fwdwqt,Logotipo oficial de la Universidad ECOTEC,.edu.ec/wp-content/uploads/2026/05/logo-ecotec-actualizado-768x242.png,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,38,#brxe-zwffvh,Pin de ubicación del campus Samborondón de la Universidad ECOTEC,http://www.w3.org/2000/svg'%20viewBox='0%200%20105%20132'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,39,#brxe-bsmhju,Marcador de ubicación del campus Guayaquil ECOTEC,http://www.w3.org/2000/svg'%20viewBox='0%200%20105%20132'%3E%3C/svg%3E,,,,
ECOTEC,124,ecuador,1.1.1,qt1vmo,40,#brxe-vgvmku,Marcador de ubicación de campus universitario ECOTEC,http://www.w3.org/2000/svg'%20viewBox='0%200%20105%20132'%3E%3C/svg%3E,,,,
